"CourseID","Subject","Catalog","LongTitle","ClassUnits","ComponentCode","ComponentDescr","PreRequisiteDescription","Career","EquivalentCourses"
"013930","HIST","206","Medieval Europe","3.00","LEC","Lecture","NOTE: Students who have received credit for HIST 201 or HISW 206 may not take this course for credit.","UGRD","HISW206 = HIST206"
"013930","HIST","206","Medieval Europe","3.00","LEC","Lecture","NOTE: Students who have received credit for HIST 201 or HISW 206 may not take this course for credit.","UGRD",""
"013931","HIST","207","EARLY MODERN EUROPE","3.00","LEC","Lecture","NOTE: Students who have received credit for HIST 201 or HISW 207 may not take this course for credit.","UGRD","HIST 201 = HIST 207"
"013931","HIST","207","EARLY MODERN EUROPE","3.00","LEC","Lecture","NOTE: Students who have received credit for HIST 201 or HISW 207 may not take this course for credit.","UGRD","HIST 207 = HISW 207"
"013931","HIST","207","EARLY MODERN EUROPE","3.00","LEC","Lecture","NOTE: Students who have received credit for HIST 201 or HISW 207 may not take this course for credit.","UGRD",""
"013934","HIST","209","Quebec to 1867","3.00","LEC","Lecture","","UGRD","HIST 209 = HISW 209"
"013934","HIST","209","Quebec to 1867","3.00","LEC","Lecture","","UGRD",""
"013936","HIST","210","QUEBEC SINCE CONFEDERATION","3.00","LEC","Lecture","","UGRD","HIST 210 = HISW 210 = SCPA 210"
"013936","HIST","210","QUEBEC SINCE CONFEDERATION","3.00","LEC","Lecture","","UGRD",""
"013937","HIST","211","(also listed as IRST 211) History of Ireland","3.00","LEC","Lecture","","UGRD","HIST211 = IRST298A = IRST211"
"013937","HIST","211","(also listed as IRST 211) History of Ireland","3.00","LEC","Lecture","","UGRD",""
"013938","HIST","212","(also listed as IRST 210) The Irish in Canada","3.00","LEC","Lecture","","UGRD","IRST 210 = HIST 212"
"013939","HIST","213","(also listed as IRST 205) The Irish in Montreal","3.00","LEC","Lecture","","UGRD","IRST 205 = HIST 213"
"013954","HIST","235","THE HOLOCAUST","3.00","LEC","Lecture","","UGRD","HIST235= HISW235= RELI338=R238"
"013954","HIST","235","THE HOLOCAUST","3.00","LEC","Lecture","","UGRD",""
"013958","HIST","242","HISTORY OF THE MIDDLE EAST","3.00","LEC","Lecture","   Never Taken/Not Registered: HIST240, HIST241","UGRD","HIST242 = HISW242"
"013958","HIST","242","HISTORY OF THE MIDDLE EAST","3.00","LEC","Lecture","   Never Taken/Not Registered: HIST240, HIST241","UGRD",""
"013959","HIST","251","History of the United States to the Civil War Era","3.00","LEC","Lecture","","UGRD","HISW251 = HIST251"
"013959","HIST","251","History of the United States to the Civil War Era","3.00","LEC","Lecture","","UGRD",""
"013962","HIST","253","History of the United States since the Civil War Era","3.00","LEC","Lecture","","UGRD","HIST253 = HISW253"
"013962","HIST","253","History of the United States since the Civil War Era","3.00","LEC","Lecture","","UGRD",""
"013967","HIST","261","HISTORY OF SOUTH ASIA","3.00","LEC","Lecture","","UGRD","HIST261 = HISW261"
"013967","HIST","261","HISTORY OF SOUTH ASIA","3.00","LEC","Lecture","","UGRD",""
"013968","HIST","262","HISTORY OF CHINA","3.00","LEC","Lecture","","UGRD","HIST262 = HISW262"
"013968","HIST","262","HISTORY OF CHINA","3.00","LEC","Lecture","","UGRD",""
"013969","HIST","263","HISTORY OF JAPAN","3.00","LEC","Lecture","","UGRD","HIST 263 = HISW 263"
"013969","HIST","263","HISTORY OF JAPAN","3.00","LEC","Lecture","","UGRD",""
"013970","HIST","264","History of Africa","3.00","LEC","Lecture","","UGRD","HIST264 = HISW264"
"013970","HIST","264","History of Africa","3.00","LEC","Lecture","","UGRD",""
"013979","HIST","276","History of Latin America: The Colonial Period","3.00","LEC","Lecture","","UGRD","HISW276 = HIST276"
"013979","HIST","276","History of Latin America: The Colonial Period","3.00","LEC","Lecture","","UGRD",""
"013980","HIST","277","History of Latin America: The Modern Period","3.00","LEC","Lecture","","UGRD","HIST277 = HISW277"
"013980","HIST","277","History of Latin America: The Modern Period","3.00","LEC","Lecture","","UGRD",""
"013983","HIST","281","FILM IN HISTORY","3.00","LEC","Lecture","","UGRD","HIST281 = HISW281"
"013983","HIST","281","FILM IN HISTORY","3.00","LEC","Lecture","","UGRD",""
"013984","HIST","283","The 20th Century: A Global History","3.00","LEC","Lecture","","UGRD","HIST283 = HISW283 = LOYC 210"
"013984","HIST","283","The 20th Century: A Global History","3.00","LEC","Lecture","","UGRD",""
"013985","HIST","285","INTRO TO LAW & SOCIETY","3.00","LEC","Lecture","","UGRD",""
"014011","HIST","302","The Invasion of America: European Colonization and Indigenous Resistance before 1800","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department","UGRD",""
"014013","HIST","303","NATIVE NORTH AMERICAN HISTORY FROM 1800","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014016","HIST","304","Tutorial Preparation for the Honours Essay","3.00","TUT","Tutorial","Prerequisite: Approved honours standing in History, or permission of the Department.","UGRD",""
"014021","HIST","306","History and the Public","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014024","HIST","307","History of Montreal","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014029","HIST","309","Law and Society in Canadian History","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014036","HIST","313","Quebec in the 19th Century","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014038","HIST","314","QUEBEC IN THE 20TH CENTURY","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014040","HIST","315","Rights and Freedoms in Canadian Society","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014044","HIST","318","Modernist New York","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014049","HIST","321","American Culture Since 1945","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014053","HIST","324","United States, 1877-1924","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014063","HIST","328","The Scientific Revolution","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014070","HIST","332","United States, Cuban and Mexican Relations","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014074","HIST","334","History of Haiti:  From Independence to Present","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014077","HIST","336","Deviancy and Orthodoxy in the History of Mexico","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014081","HIST","338","History and the Graphic Novel","3.00","LEC","Lecture","","UGRD",""
"014082","HIST","339","Crime and Punishment in Canadian History","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014083","HIST","340","Early Modern Britain and Ireland","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD","HIST340 = HIST342"
"014083","HIST","340","Early Modern Britain and Ireland","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014088","HIST","342","Crime and Punishment in Medieval Europe","3.00","LEC","Lecture","","UGRD","HIST340 = HIST342"
"014088","HIST","342","Crime and Punishment in Medieval Europe","3.00","LEC","Lecture","","UGRD",""
"014091","HIST","344","Rise and Fall of Yugoslavia","3.00","LEC","Lecture","Prerequisite: complete a minimum of 24 credits, or permission of the Department.","UGRD","HIST344 = HIST398Q"
"014091","HIST","344","Rise and Fall of Yugoslavia","3.00","LEC","Lecture","Prerequisite: complete a minimum of 24 credits, or permission of the Department.","UGRD",""
"014094","HIST","347","GENDER & SEXUALITY IN S ASIA","3.00","LEC","Lecture","Prerequisite: complete a minimum of 24 credits, or permission of the Department.","UGRD",""
"014095","HIST","348","History of Violence: Middle East 1798 to Present","3.00","LEC","Lecture","Prerequisite: complete a minimum of 24 credits, or permission of the Department.","UGRD",""
"014096","HIST","350","Medieval England","3.00","LEC","Lecture","Prerequisite: complete a minimum of 24 credits, or permission of the Department.","UGRD",""
"014098","HIST","351","England in the Reign of Henry VIII","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014100","HIST","352","GERMAN HISTORY IN THE 20TH C","3.00","LEC","Lecture","Prerequisite: complete a minimum of 24 credits, or permission of the Department.","UGRD",""
"014101","HIST","353","Colonial America and the Atlantic World","3.00","LEC","Lecture","Prerequisite: complete a minimum of 24 credits, or permission of the Department.","UGRD",""
"014103","HIST","354","Revolutionary America","3.00","LEC","Lecture","Prerequisite: complete a minimum of 24 credits, or permission of the Department.","UGRD",""
"014107","HIST","356","United States in the 19th Century: The Era of the Civil War","3.00","LEC","Lecture","Prerequisite: complete a minimum of 24 credits, or permission of the Department.","UGRD",""
"014109","HIST","357","US FOREIGN RELATIONS TO 1945","3.00","LEC","Lecture","Prerequisite: complete a minimum of 24 credits, or permission of the Department.","UGRD",""
"014111","HIST","358","Foreign Relations of the United States, 1945 to the Present","3.00","LEC","Lecture","Prerequisite: complete a minimum of 24 credits, or permission of the Department.","UGRD",""
"014113","HIST","359","The History and Sociology of Genocide to 1945 (also listed as SOCI 366)","3.00","LEC","Lecture","Prerequisite: complete a minimum of 24 credits, or permission of the Department.","UGRD",""
"014115","HIST","360","(also listed as SOCI 367) The History and Sociology of Genocide from 1945 to the Present","3.00","LEC","Lecture","Prerequisite:completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014120","HIST","363","Africa in the 20th Century","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD","HIST 279 = HIST 363"
"014121","HIST","364","Modern South Asia","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD",""
"014124","HIST","365","Human Rights and Genocide Prevention in History","3.00","LEC","Lecture","","UGRD",""
"014125","HIST","366","Early Modern China","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014128","HIST","367","Modern China","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014129","HIST","368","African Popular Culture","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014131","HIST","369","Middle East: Empire, Gender, and Sexuality in Modern Times","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014132","HIST","370","Japanese Popular Culture","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014134","HIST","371","History of the Russian Revolutionary Movement, 1825-1922","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014135","HIST","372","Latin American History Via the Novel","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014137","HIST","373","The Pacific War","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014140","HIST","374","Egypt and the World Since 1798","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014145","HIST","377","History of Russia 1694-1917","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014146","HIST","378","History of the Soviet Union","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014148","HIST","379","History through Visual Media and Material Culture","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014149","HIST","380","HISTORY & DIGITAL MEDIA","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014150","HIST","381","History and Public Policy","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014152","HIST","382","AGE OF ENLIGHTENMENT","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014153","HIST","383","Age of Revolution","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014156","HIST","385","Age of Dictators: Europe, 1914-1945","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014157","HIST","386","Contemporary Europe: 1945 to the Present","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014159","HIST","387B","SEL TOPS IN PUBLIC HISTORY MUSEUMS & HERITAGE","3.00","LEC","Lecture","You must have completed a minimum amount of 24 credits.","UGRD",""
"014160","HIST","388","Oral History and Creative Practice","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014161","HIST","390","Urban History Laboratory","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014162","HIST","391","Independent Study Tutorial in History","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014164","HIST","392","France 1871 to the Present","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014166","HIST","394","Food in History","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014167","HIST","395","Environmental History","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014168","HIST","396","The United States Since 1945","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014169","HIST","397","History and Sound","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"014181","HIST","398L","SELECTED TOPICS IN HISTORY TUDOR ENGLAND","3.00","LEC","Lecture","You must have completed a minimum amount of 24 credits.","UGRD",""
"014195","HIST","398Z","SELECTED TOPICS IN HISTORY NATIONALISM IN AFRICA","3.00","LEC","Lecture","You must have completed a minimum amount of 24 credits.","UGRD",""
"014201","HIST","402","The Philosophy and Practice of History","3.00","SEM","Seminar","Prerequisite: Approved honours standing in History, or permission of the Department.","UGRD",""
"014204","HIST","403","Methodology and History","3.00","SEM","Seminar","Prerequisite: Approved honours standing in History, or permission of the Department.","UGRD",""
"014216","HIST","411","SEMINAR IN CANADIAN HISTORY","6.00","LEC","Lecture","","UGRD",""
"014250","HIST","426","LATE CLASSICAL+MEDIEVAL EURO","6.00","LEC","Lecture","","UGRD",""
"014252","HIST","427","ADV.STY/LTE.CLAS&MEDIEV.EUR","3.00","LEC","Lecture","","UGRD",""
"014263","HIST","434","ADV.STUDY IN FRENCH HISTORY","3.00","LEC","Lecture","","UGRD",""
"014265","HIST","436","ADV STUDY IN MODERN EUROPE","6.00","LEC","Lecture","","UGRD",""
"014285","HIST","438","ADVANCED STDY-BRITISH HIST.","6.00","LEC","Lecture","","UGRD",""
"014297","HIST","451","SEMINAR IN AMERICAN HISTORY","6.00","LEC","Lecture","","UGRD",""
"014303","HIST","452","Advanced Study in American History","3.00","SEM","Seminar","Prerequisite: Enrolled in Honours or Specialization in History, or permission of the Department.","UGRD",""
"014329","HIST","457","Advanced Study in Latin American and Caribbean History","3.00","SEM","Seminar","Prerequisite: Enrolled in Honours or Specialization in History, or permission of the Department.","UGRD",""
"014336","HIST","461","SEMINAR IN ASIAN HISTORY","6.00","LEC","Lecture","","UGRD",""
"014340","HIST","462","Advanced Study in Asian History","3.00","LEC","Lecture","Prerequisite: Enrolled in Honours or Specialization in History, or permission of the Department.","UGRD",""
"014354","HIST","471","ADV STUDY IN AFRICA HIST","3.00","LEC","Lecture","Prerequisite: Enrolled in Honours or Specialization in History, or permission of the Department.","UGRD",""
"014361","HIST","476","ADV.STUDY IN 3RD WORLD","6.00","LEC","Lecture","","UGRD",""
"014363","HIST","477A","ADV STUDY/HUMAN RIGHTS/JUST HISTORIES OF NATIONALISM","3.00","SEM","Seminar","","UGRD",""
"014367","HIST","478","ADVANCED STDY WOMEN'S HIST","6.00","LEC","Lecture","","UGRD",""
"014370","HIST","481","Advanced Study in Public History","3.00","SEM","Seminar","Prerequisite: Enrolled in Honours or Specialization in History, or permission of the Department.","UGRD",""
"014377","HIST","485","PUBLIC HISTORY WORKSHOP","3.00","SEM","Seminar","Prerequisite: HIST306; enrolled in Honours or Specialization in History, or permission of the Department.","UGRD",""
"014382","HIST","486","Public History Internship","3.00","TUT","Tutorial","Prerequisite: HIST306; enrolled in History Honours or Specialization; or permission of the Department.","UGRD",""
"014384","HIST","491","Individual Study Tutorial in History","3.00","LEC","Lecture","Prerequisite: Enrolled in Honours or Specialization in History, or permission of the Department.","UGRD",""
"014397","HIST","493","Honours Essay Tutorial","6.00","TUT","Tutorial","","UGRD",""
"014455","HIST","600","HISTORICAL THEORIES/METHODS","3.00","SEM","Seminar","","GRAD",""
"014456","HIST","601","HISTORICAL RESEARCH METHODS","3.00","SEM","Seminar","","GRAD",""
"014457","HIST","605","INTRO TO THE ORIGINAL ESSAY","3.00","TUT","Tutorial","","GRAD",""
"014458","HIST","610","SEL TOPS IN EUROPEAN HIST","3.00","SEM","Seminar","","GRAD",""
"014470","HIST","620","SEL TOPS IN CANADIAN HIST","3.00","LEC","Lecture","","GRAD",""
"014492","HIST","642","Selected Topics in Middle Eastern History","3.00","SEM","Seminar","","GRAD",""
"014493","HIST","650","SEL TOPS IN HIST OF GENOCIDE","3.00","SEM","Seminar","","GRAD",""
"014500","HIST","665","Selected Topics in Public History","3.00","SEM","Seminar","","GRAD",""
"014503","HIST","670","SELECTED TOPICS IN HISTORY","3.00","SEM","Seminar","","GRAD",""
"014511","HIST","679","TUTORIAL/SEL AREA OF HISTORY","3.00","LEC","Lecture","","GRAD",""
"014515","HIST","679D","Tutorial in Selected Areas of History - Special Topic: Educ & Lang Politics/Ireland 1900-30","3.00","TUT","Tutorial","","GRAD",""
"014524","HIST","680","MA ORIGINAL RESEARCH ESSAY","27.00","TUT","Tutorial","","GRAD",""
"014543","HIST","819","TUTORIAL IN EURO HISTORY","3.00","LEC","Lecture","","GRAD",""
"014556","HIST","829","TUTORIAL IN CAN HISTORY","3.00","LEC","Lecture","","GRAD",""
"014570","HIST","839","TUTORIAL IN US HISTORY","3.00","LEC","Lecture","","GRAD",""
"014580","HIST","849","Tutorial in Non-Western History","3.00","LEC","Lecture","","GRAD",""
"014590","HIST","859","TUTORIAL IN GENOCIDE HISTORY","3.00","LEC","Lecture","","GRAD",""
"014594","HIST","860","SEL TOPS IN HIST OF GENDER","3.00","LEC","Lecture","","GRAD",""
"014598","HIST","869","TUT IN GENDER HISTORY","3.00","LEC","Lecture","","GRAD",""
"014602","HIST","879","SELECTED AREA OF HISTORY","3.00","LEC","Lecture","","GRAD",""
"014619","HIST","880","COMPREHENSIVE EXAMINATIONS","12.00","TUT","Tutorial","","GRAD",""
"014620","HIST","885","PHD THESIS PROPOSAL & COLLOQ","6.00","TUT","Tutorial","","GRAD",""
"014621","HIST","890","THESIS RESEARCH","54.00","TUT","Tutorial","","GRAD",""
"022620","HIST","211","History of Ireland","3.00","LEC","Lecture","   Never Taken/Not Registered: IRST298A, IRST211","UGRD","HIST211 = IRST298A = IRST211"
"022620","HIST","211","History of Ireland","3.00","LEC","Lecture","   Never Taken/Not Registered: IRST298A, IRST211","UGRD",""
"040979","HIST","219","(also listed as CLAS 230) Ancient Near East","3.00","LEC","Lecture","","UGRD","CLAS 230 = HIST 219"
"040980","HIST","223","(also listed as CLAS 240) Greek History from the Bronze Age to Alexander","3.00","LEC","Lecture","","UGRD","CLAS 240 = HIST 223"
"040982","HIST","225","(also listed as CLAS 242) History of the Roman Republic","3.00","LEC","Lecture","","UGRD","CLAS 242 = HIST 225"
"040984","HIST","323","Greek History from Alexander to the Roman Conquest (also listed as CLAS 341)","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD","CLAS341 = 241 = HIST323 = 224"
"040984","HIST","323","Greek History from Alexander to the Roman Conquest (also listed as CLAS 341)","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD","HIST323 = CLAS 341"
"040985","HIST","327","(also listed as CLAS 343) History of the Roman Empire","3.00","LEC","Lecture","Must have completed a minimum of 24 credits.  Students who have received credit for CLAS343 may not take this course for credit.","UGRD","CLAS 243 = CLAS 343"
"040985","HIST","327","(also listed as CLAS 343) History of the Roman Empire","3.00","LEC","Lecture","Must have completed a minimum of 24 credits.  Students who have received credit for CLAS343 may not take this course for credit.","UGRD","CLAS343 = 243 = HIST226 = 327"
"040986","HIST","330","THE GREAT IRISH FAMINE","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits or permission of the Department.","UGRD","HIST330 = IRST312"
"040987","HIST","412","Advanced Study in Canadian History","3.00","LEC","Lecture","Prerequisite: Enrolled in Honours or Specialization in History, or permission of the Department.","UGRD",""
"040989","HIST","430","SEMINAR IN EARLY MOD. EUROPE","6.00","LEC","Lecture","","UGRD",""
"040990","HIST","445","Advanced Study in Global and Thematic History","3.00","SEM","Seminar","","UGRD",""
"040994","HIST","467","ADV TOPS IN MIDDLE EAST HIST","3.00","SEM","Seminar","Prerequisite: Enrolled in Honours or Specialization in History, or permission of the Department.","UGRD",""
"041050","HIST","650C","SEL TOPS IN HIST OF GENOCIDE HISTORIES OF NATIONALISM","3.00","SEM","Seminar","","GRAD",""
"041069","HIST","685","MA THESIS","30.00","THE","Thesis Research","","GRAD",""
"044052","HIST","889","DOCTORAL SEMINAR","3.00","SEM","Seminar","","GRAD",""
"045106","HIST","878","COMP. MAJOR FIELD TUTORIAL","6.00","TUT","Tutorial","","GRAD",""
"045466","HIST","437","Advanced Study in European History","3.00","SEM","Seminar","Prerequisite: Enrolled in Honours or Specialization in History, or permission of the Department.","UGRD",""
"046105","HIST","389","Ethnography: Doing Micro-History of the Present","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"046770","HIST","291","SELECTED TOPICS IN HISTORY","6.00","LEC","Lecture","","UGRD",""
"046771","HIST","298","SELECTED TOPICS IN HISTORY","3.00","LEC","Lecture","","UGRD",""
"046772","HIST","299","SELECTED TOPICS IN HISTORY","6.00","LEC","Lecture","","UGRD",""
"046773","HIST","387","SEL TOPS IN PUBLIC HISTORY","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"046774","HIST","398","Selected Topics in History","3.00","LEC","Lecture","Prerequisite: completed a minimum of 24 credits, or permission of the Department.","UGRD",""
"046775","HIST","399","SELECTED TOPICS IN HISTORY","6.00","LEC","Lecture","","UGRD",""
"046776","HIST","439","ADV.STUDY IN BRITISH HISTORY","3.00","LEC","Lecture","","UGRD",""
"046777","HIST","470","ADV. STUDY IN AFRICAN HIST","6.00","LEC","Lecture","","UGRD",""
"046778","HIST","477","ADV STUDY/HUMAN RIGHTS/JUST","3.00","SEM","Seminar","Prerequisite: Enrolled in Honours or Specialization in History, or permission of the Department.","UGRD",""
"046779","HIST","479","ADV TOPICS IN WOMEN S HIST","3.00","LEC","Lecture","Prerequisite: Enrolled in Honours or Specialization in History, or permission of the Department.","UGRD",""
"046780","HIST","498","Advanced Topics in History","3.00","SEM","Seminar","Prerequisite: Enrolled in Honours or Specialization in History, or permission of the Department.","UGRD",""
"046781","HIST","499","ADVANCED TOPICS IN HISTORY","6.00","LEC","Lecture","","UGRD",""
"046782","HIST","593","ADVANCED TOPICS IN HISTORY","6.00","LEC","Lecture","","GRAD",""
"046783","HIST","596","ADVANCED TOPICS IN HISTORY","6.00","LEC","Lecture","","GRAD",""
"046784","HIST","630","SEL TOPICS IN US HISTORY","3.00","SEM","Seminar","","GRAD",""
"046785","HIST","640","SEL TOPS NON-WESTERN HISTORY","3.00","LEC","Lecture","","GRAD",""
"046786","HIST","660","SEL TOPS IN HIST OF GENDER","3.00","SEM","Seminar","","GRAD",""
"046787","HIST","810","SEL TOPS IN EUROPEAN HISTORY","3.00","LEC","Lecture","","GRAD",""
"046788","HIST","820","SEL TOPS IN CANADIAN HISTORY","3.00","LEC","Lecture","","GRAD",""
"046789","HIST","830","SEL TOPICS IN US HISTORY","3.00","LEC","Lecture","","GRAD",""
"046790","HIST","840","SEL TOPS NON-WESTERN HISTORY","3.00","LEC","Lecture","","GRAD",""
"046791","HIST","850","SEL TOPS IN HIST OF GENOCIDE","3.00","LEC","Lecture","","GRAD",""
"046792","HIST","870","SELECTED TOPICS IN HISTORY","3.00","LEC","Lecture","","GRAD",""
"047241","HIST","208","Introduction to the History of the Balkans","3.00","LEC","Lecture","","UGRD","HIST 208 = HISW 208"
"047241","HIST","208","Introduction to the History of the Balkans","3.00","LEC","Lecture","","UGRD",""
"047302","HIST","634","Selected Topics in Latin American and Caribbean History","3.00","SEM","Seminar","","GRAD",""
"047303","HIST","638","Selected Topics in Asian History","3.00","SEM","Seminar","","GRAD",""
"047304","HIST","646","Selected Topics in African History","3.00","SEM","Seminar","","GRAD",""
"047306","HIST","887","Comprehensive Minor Field Tutorial","3.00","TUT","Tutorial","","GRAD",""
"047630","HIST","877","Comprehensive Minor Field Tutorial","3.00","TUT","Tutorial","","GRAD",""
"049242","HIST","274","The Atlantic World","3.00","LEC","Lecture","","UGRD","HIST274 = HISW274"
"049242","HIST","274","The Atlantic World","3.00","LEC","Lecture","","UGRD",""
"047296","HISW","202","Modern Europe","3.00","CON","Conference","","UGRD","HISW202 = HIST202"
"047296","HISW","202","Modern Europe","3.00","CON","Conference","","UGRD",""
"047296","HISW","202","Modern Europe","3.00","LEC","Lecture","","UGRD","HISW202 = HIST202"
"047296","HISW","202","Modern Europe","3.00","LEC","Lecture","","UGRD",""
"047297","HISW","203","History of Canada, Pre-Confederation","3.00","CON","Conference","","UGRD","HISW203 = HIST203"
"047297","HISW","203","History of Canada, Pre-Confederation","3.00","CON","Conference","","UGRD",""
"047297","HISW","203","History of Canada, Pre-Confederation","3.00","LEC","Lecture","","UGRD","HISW203 = HIST203"
"047297","HISW","203","History of Canada, Pre-Confederation","3.00","LEC","Lecture","","UGRD",""
"047298","HISW","205","History of Canada, Post-Confederation","3.00","CON","Conference","","UGRD","HISW205 = HIST205 = SCPA 205"
"047298","HISW","205","History of Canada, Post-Confederation","3.00","CON","Conference","","UGRD",""
"047298","HISW","205","History of Canada, Post-Confederation","3.00","LEC","Lecture","","UGRD","HISW205 = HIST205 = SCPA 205"
"047298","HISW","205","History of Canada, Post-Confederation","3.00","LEC","Lecture","","UGRD",""
"047299","HISW","206","Medieval Europe","3.00","CON","Conference","","UGRD","HISW206 = HIST206"
"047299","HISW","206","Medieval Europe","3.00","CON","Conference","","UGRD",""
"047299","HISW","206","Medieval Europe","3.00","LEC","Lecture","","UGRD","HISW206 = HIST206"
"047299","HISW","206","Medieval Europe","3.00","LEC","Lecture","","UGRD",""
"047300","HISW","251","History of the United States to the Civil War Era","3.00","CON","Conference","","UGRD","HISW251 = HIST251"
"047300","HISW","251","History of the United States to the Civil War Era","3.00","CON","Conference","","UGRD",""
"047300","HISW","251","History of the United States to the Civil War Era","3.00","LEC","Lecture","","UGRD","HISW251 = HIST251"
"047300","HISW","251","History of the United States to the Civil War Era","3.00","LEC","Lecture","","UGRD",""
"047301","HISW","276","History of Latin America:  The Colonial Period","3.00","CON","Conference","","UGRD","HISW276 = HIST276"
"047301","HISW","276","History of Latin America:  The Colonial Period","3.00","CON","Conference","","UGRD",""
"047301","HISW","276","History of Latin America:  The Colonial Period","3.00","LEC","Lecture","","UGRD","HISW276 = HIST276"
